-.4706930000D+01 0.5956790000D+03 0.1443330000D+02 0.1226920000D+02 -.4175240000D+01 0.1756080000D+03 0.5000000000D+01 0.5000000000D+01 0.4000000000D+01 0.8612420000D+01 0.5474760000D-01 -.9525920000D+01 0.0000000000D+00 0.6104830000D+00 0.9000000000D-01 0.6980249142D+00 -.5969494791D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
-.7696420000D+01 0.2653780000D+02 0.1366490000D+02 -.8509120000D+01 -.4242500000D+01 0.2107240000D+03 0.5000000000D+01 0.5000000000D+01 0.1200000000D+01 -.1233390000D+02 0.9688640000D+00 0.1960820000D+02 0.4274580000D+01 -.5820260000D-01 0.2600000000D+00 0.6980032513D+00 -.6010736640D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 2
0.2980370000D+01 0.6107740000D+02 -.1592670000D+02 -.4291820000D+00 -.1047220000D+02 0.1849580000D+03 0.5000000000D+01 0.5000000000D+01 0.1800000000D+01 -.4269500000D+01 -.1603030000D+02 -.4634570000D+01 0.0000000000D+00 0.2406100000D+00 0.6000000000D-01 0.6980806193D+00 -.6008233771D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
-.1130290000D+02 -.1044440000D+03 0.1349890000D+02 -.8384110000D+01 -.2226450000D+02 0.1834890000D+03 0.5000000000D+01 0.5000000000D+01 0.9400000000D+01 0.9634750000D+00 -.2417460000D+02 0.1102380000D+02 0.0000000000D+00 0.2194840000D+00 0.3000000000D-01 0.6979771174D+00 -.6020228073D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
-.8237720000D+01 0.2969770000D+03 -.1558540000D+02 -.1652170000D+02 -.6430160000D+01 0.1833930000D+03 0.5000000000D+01 0.5000000000D+01 0.1800000000D+01 -.1596200000D+02 0.3536600000D+00 -.6367590000D+01 0.0000000000D+00 0.3652790000D+00 0.7000000000D-01 0.6979993288D+00 -.5991139630D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
-.1344780000D+02 -.8392510000D+02 -.1359750000D+02 -.5648660000D+01 0.3831170000D+01 0.1766710000D+03 0.5000000000D+01 0.5000000000D+01 0.4000000000D+00 -.6044510000D+00 0.1138490000D+02 -.6898450000D+01 -.3236570000D+01 0.2886500000D+00 0.9000000000D-01 0.6979615746D+00 -.6018741197D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
0.1879570000D+02 0.2897250000D+03 -.5233100000D+01 0.1276920000D+02 -.8977490000D+01 0.1922060000D+03 0.5000000000D+01 0.5000000000D+01 0.7900000000D+01 0.8922810000D+01 -.9958930000D+00 -.4934950000D+01 0.0000000000D+00 0.5961980000D+00 0.8000000000D-01 0.6981952232D+00 -.5991665134D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
-.2970370000D+01 -.1138980000D+02 -.1935840000D+02 -.1677370000D+02 -.1205230000D+01 0.1838230000D+03 0.5000000000D+01 0.5000000000D+01 0.1600000000D+01 -.2076270000D+02 0.3123500000D+00 -.2390060000D+01 0.1910890000D+00 0.3344580000D+00 0.6000000000D-01 0.6980374980D+00 -.6013485017D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 2
-.1944310000D+02 0.3234640000D+03 -.2861230000D+01 -.1050310000D+02 0.2474620000D+02 0.1954920000D+03 0.5000000000D+01 0.5000000000D+01 0.8000000000D+00 -.1249810000D+02 0.2460510000D+02 0.2987170000D+01 0.3759900000D+01 0.2657900000D+00 0.8000000000D-01 0.6979181304D+00 -.5989220292D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 2
-.7713310000D+01 0.9770740000D+02 -.1831700000D+02 -.1406630000D+01 -.4414600000D+01 0.1945520000D+03 0.5000000000D+01 0.5000000000D+01 0.3300000000D+01 -.1002560000D+02 0.3301980000D+01 0.5652290000D+01 0.2529860000D+01 0.3240480000D+00 0.1000000000D+00 0.6980031289D+00 -.6005579424D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 2
-.1884260000D+02 -.9840600000D+02 0.8012500000D+01 0.9372300000D+01 -.9989060000D+01 0.1937050000D+03 0.5000000000D+01 0.5000000000D+01 0.4900000000D+01 0.1651140000D+01 -.1080970000D+02 0.4272300000D+01 0.0000000000D+00 0.3123040000D+00 0.8000000000D-01 0.6979224818D+00 -.6019790537D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
-.1251150000D+02 0.9037430000D+02 -.1638100000D+02 0.6355130000D+01 -.2197390000D-01 0.1958030000D+03 0.5000000000D+01 0.5000000000D+01 0.1400000000D+01 -.5561750000D+01 -.8930820000D+00 0.9330040000D+01 0.0000000000D+00 0.3444700000D+00 0.1000000000D+00 0.6979683594D+00 -.6006110808D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 2
-.1281430000D+02 -.2294320000D+03 -.1620810000D+02 0.4123600000D+02 -.1811420000D+02 0.1858130000D+03 0.5000000000D+01 0.5000000000D+01 0.5500000000D+01 0.4549890000D+02 -.1752670000D+02 0.5998130000D+01 0.0000000000D+00 0.3955800000D+00 0.4000000000D-01 0.6979661652D+00 -.6029285161D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 2
-.1111630000D+02 -.6565040000D+02 -.1790050000D+02 -.1225960000D+02 0.7698740000D+01 0.1872570000D+03 0.5000000000D+01 0.5000000000D+01 0.8000000000D+00 -.6867220000D+01 0.1013610000D+02 -.2791220000D+01 0.0000000000D+00 0.3404050000D+00 0.1100000000D+00 0.6979784695D+00 -.6017416944D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
-.1607690000D+02 0.1526080000D+03 -.1377720000D+02 0.2774840000D+02 0.1570580000D+01 0.2182850000D+03 0.5000000000D+01 0.5000000000D+01 0.2600000000D+01 0.3092160000D+02 -.6326600000D+00 0.3228860000D+02 0.0000000000D+00 0.2429160000D+00 0.7000000000D-01 0.6979425231D+00 -.6001601123D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
0.5140430000D+01 -.1309070000D+03 0.2063110000D+02 -.7293540000D+01 0.1249150000D+02 0.2010080000D+03 0.5000000000D+01 0.5000000000D+01 0.1100000000D+01 -.9239850000D+01 0.7598960000D+01 0.1106090000D+02 0.3757440000D+01 0.2930500000D+00 0.5000000000D-01 0.6980962719D+00 -.6022145680D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
0.1212030000D+01 0.1120140000D+02 0.2136310000D+02 0.2755030000D+01 0.1133000000D+02 0.1908410000D+03 0.5000000000D+01 0.5000000000D+01 0.2200000000D+01 0.2577790000D+01 0.9740090000D+00 0.1957320000D+01 0.0000000000D+00 0.4231280000D+00 0.1000000000D+00 0.6980678053D+00 -.6011847973D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 2
0.1557470000D+01 -.2278190000D+02 0.2178100000D+02 0.7508110000D+01 0.5190780000D+00 0.2018240000D+03 0.5000000000D+01 0.5000000000D+01 0.3100000000D+01 0.6862540000D+01 -.8047920000D+00 0.1093550000D+02 0.0000000000D+00 0.2742800000D+00 0.1100000000D+00 0.6980703084D+00 -.6014310531D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
-.1887310000D+02 -.1331360000D+02 -.1352070000D+02 0.2913040000D+01 -.1569810000D+01 0.1964730000D+03 0.5000000000D+01 0.5000000000D+01 0.2700000000D+01 0.1197480000D+01 0.9483690000D+00 0.4335750000D+01 0.3114660000D+01 0.2694440000D+00 0.4000000000D-01 0.6979222608D+00 -.6013624423D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
0.9648010000D+01 -.3805870000D+02 -.2144920000D+02 0.7558240000D+01 -.7051440000D+01 0.1955650000D+03 0.5000000000D+01 0.5000000000D+01 0.7000000000D+00 0.9967860000D+01 -.8336470000D+01 0.6784010000D+01 0.0000000000D+00 0.1511010000D+00 0.3000000000D-01 0.6981289355D+00 -.6015417546D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 2
-.2389490000D+02 0.2835730000D+02 -.3475030000D+00 -.2444850000D+02 -.7536550000D+01 0.2096030000D+03 0.5000000000D+01 0.5000000000D+01 0.3600000000D+01 -.2540330000D+02 -.1489400000D+01 0.2110470000D+02 -.1664330000D+01 0.5423290000D+00 0.1200000000D+00 0.6978858710D+00 -.6010604792D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 2
-.1127660000D+02 -.8031000000D+02 0.2162120000D+02 -.4289290000D+01 0.2084760000D+02 0.1781680000D+03 0.5000000000D+01 0.5000000000D+01 0.1100000000D+01 -.5781120000D+00 0.1723200000D+02 -.1122050000D+02 -.9450170000D+00 0.1463140000D+00 0.1400000000D+00 0.6979773079D+00 -.6018479233D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
-.9759170000D+01 -.1463510000D+03 0.2262530000D+02 -.2968050000D+01 -.9712430000D+01 0.2170290000D+03 0.5000000000D+01 0.5000000000D+01 0.9000000000D+00 -.6996530000D+01 -.1388770000D+02 0.2789630000D+02 0.0000000000D+00 0.8564540000D-01 0.1200000000D+00 0.6979883038D+00 -.6023264810D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
0.3715500000D+01 0.6952620000D+02 -.2534370000D+02 0.1276840000D+02 -.1578960000D+01 0.1678690000D+03 0.5000000000D+01 0.5000000000D+01 0.1000000000D+01 0.7815480000D+01 -.9329990000D+01 -.1906030000D+02 0.0000000000D+00 0.2823870000D+00 0.4000000000D-01 0.6980859463D+00 -.6007621539D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
-.2261760000D+02 0.1833880000D+03 0.1405190000D+02 0.1539040000D+02 -.4475290000D+00 0.1792430000D+03 0.5000000000D+01 0.5000000000D+01 0.1100000000D+01 0.1033390000D+02 0.5277420000D+01 -.9290430000D+01 0.0000000000D+00 0.1614240000D+00 0.7000000000D-01 0.6978951268D+00 -.5999370691D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 2
0.2674780000D+02 0.6067860000D+02 0.9436000000D+00 0.1375840000D+01 0.1121090000D+02 0.2163280000D+03 0.5000000000D+01 0.5000000000D+01 0.5000000000D+00 0.1091350000D+02 0.7961280000D+01 0.2669440000D+02 0.7765270000D+00 0.1238100000D-02 0.3000000000D-01 0.6982528471D+00 -.6008262669D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
0.1249450000D+02 0.1411430000D+03 0.2368680000D+02 0.6934730000D+01 -.2033320000D+02 0.1999330000D+03 0.5000000000D+01 0.5000000000D+01 0.1100000000D+01 0.8939990000D+01 -.1011940000D+02 0.8604110000D+01 0.0000000000D+00 0.2682800000D+00 0.2000000000D-01 0.6981495623D+00 -.6002431918D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
0.2335880000D+02 0.9870310000D+02 -.1348940000D+02 0.9626740000D+01 -.6168110000D+01 0.2065450000D+03 0.5000000000D+01 0.5000000000D+01 0.1400000000D+01 0.1153740000D+02 -.1473230000D+02 0.1860490000D+02 0.4080880000D+00 0.5284820000D+00 0.8000000000D-01 0.6982282891D+00 -.6005507271D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 2
0.2009950000D+02 0.3267280000D+02 0.1810790000D+02 0.1127820000D+01 -.5327090000D+01 0.1858070000D+03 0.5000000000D+01 0.5000000000D+01 0.4900000000D+01 -.4483540000D+01 0.1665770000D+01 -.6300800000D+01 0.3439350000D+01 0.7126890000D+00 0.1200000000D+00 0.6982046710D+00 -.6010292075D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
-.2120700000D+02 -.2362750000D+02 -.1732380000D+02 -.7768150000D+01 0.2009110000D+02 0.1916070000D+03 0.5000000000D+01 0.5000000000D+01 0.3900000000D+01 -.1000020000D+01 0.1428110000D+02 0.7713630000D+01 0.0000000000D+00 0.1549620000D+00 0.7000000000D-01 0.6979053485D+00 -.6014371807D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
-.2120700000D+02 -.2362750000D+02 -.1732380000D+02 -.7768150000D+01 0.2009110000D+02 0.1916070000D+03 0.5000000000D+01 0.5000000000D+01 0.3900000000D+01 -.1000020000D+01 0.1428110000D+02 0.7713630000D+01 0.0000000000D+00 0.2862950000D+00 0.1000000000D+00 0.6979053485D+00 -.6014371807D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
-.4212530000D+01 -.2255860000D+02 0.2730620000D+02 0.3020090000D+01 -.8039710000D+01 0.1888400000D+03 0.5000000000D+01 0.5000000000D+01 0.7000000000D+00 0.2520690000D+01 -.1013220000D+02 0.7693860000D+00 0.6755950000D+00 0.4514730000D+00 0.7000000000D-01 0.6980284968D+00 -.6014294350D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 2
-.2304360000D+02 -.4274950000D+03 -.1530640000D+02 0.4403830000D+01 0.1986550000D+02 0.2069490000D+03 0.5000000000D+01 0.5000000000D+01 0.9000000000D+00 0.8959490000D+01 0.1764350000D+02 0.1777630000D+02 0.2609390000D+01 0.6699230000D+00 0.1000000000D+00 0.6978920398D+00 -.6043637468D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
-.2000080000D+02 -.4520060000D+02 0.1914070000D+02 0.1785600000D+01 0.3621500000D+01 0.1938270000D+03 0.5000000000D+01 0.5000000000D+01 0.1300000000D+01 -.1111610000D+01 -.1845730000D+01 0.5426860000D+01 0.4628870000D+00 0.2034230000D+00 0.1800000000D+00 0.6979140891D+00 -.6015935075D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
-.4536990000D+01 -.7807990000D+02 0.2742330000D+02 0.2050370000D+02 0.1850430000D+02 0.1875710000D+03 0.5000000000D+01 0.5000000000D+01 0.4200000000D+01 0.1725130000D+02 0.9479450000D+01 -.4870340000D+01 -.9267990000D+00 0.5451360000D+00 0.9000000000D-01 0.6980261457D+00 -.6018317632D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
-.1223750000D+02 -.1483680000D+03 0.2557070000D+02 -.2320170000D+02 0.3707100000D+02 0.1995600000D+03 0.5000000000D+01 0.5000000000D+01 0.1200000000D+01 -.2964140000D+02 0.3791140000D+02 0.1103080000D+02 0.0000000000D+00 0.2345560000D+00 0.9000000000D-01 0.6979703449D+00 -.6023410969D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 2
-.3947800000D+01 0.6383290000D+03 -.2809710000D+02 0.3601600000D+01 0.1189660000D+02 0.1874040000D+03 0.5000000000D+01 0.5000000000D+01 0.6800000000D+01 -.8178310000D+00 0.9372020000D+01 -.7094850000D+01 0.0000000000D+00 -.9343200000D-01 0.1300000000D+00 0.6980304152D+00 -.5966404276D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
0.1274530000D+02 -.6640740000D+02 0.2543570000D+02 -.5367990000D+01 0.6995400000D+01 0.2041880000D+03 0.5000000000D+01 0.5000000000D+01 0.1000000000D+01 0.1707890000D+01 0.1033420000D+02 0.1531430000D+02 0.0000000000D+00 0.2255540000D+00 0.1000000000D+00 0.6981513797D+00 -.6017471799D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
-.2286930000D+02 -.1023940000D+03 -.1851480000D+02 -.2147480000D+02 0.1584420000D+02 0.1740900000D+03 0.5000000000D+01 0.5000000000D+01 0.2700000000D+01 -.1586770000D+02 0.2356380000D+02 -.1288890000D+02 -.9782980000D+00 0.4344520000D+00 0.5000000000D-01 0.6978933029D+00 -.6020079522D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 2
0.1649590000D+02 0.1077940000D+02 0.2502700000D+02 0.1098810000D+02 0.3350150000D+02 0.1676230000D+03 0.5000000000D+01 0.5000000000D+01 0.2500000000D+01 0.1391840000D+02 0.4133670000D+02 -.1595200000D+02 0.0000000000D+00 0.5767230000D+00 0.4000000000D-01 0.6981785579D+00 -.6011878553D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 2
0.3166660000D+01 -.7301100000D+02 -.3062460000D+02 0.1494970000D+02 -.3378250000D+01 0.1961110000D+03 0.5000000000D+01 0.5000000000D+01 0.3800000000D+01 0.7758670000D+01 -.7837940000D+01 0.2887740000D+01 0.0000000000D+00 0.4399730000D+00 0.5000000000D-01 0.6980819692D+00 -.6017950321D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
0.3080550000D+02 0.5898390000D+01 -.3781780000D+01 0.1293720000D+02 -.9257560000D+00 0.1808390000D+03 0.5000000000D+01 0.5000000000D+01 0.4600000000D+01 0.9354930000D+01 -.7675390000D+01 -.2819320000D+01 0.0000000000D+00 0.6271470000D-01 0.8000000000D-01 0.6982822507D+00 -.6012232249D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
-.2543110000D+02 0.6156950000D+02 -.1823450000D+02 -.1163700000D+02 -.7763080000D+01 0.1738790000D+03 0.5000000000D+01 0.5000000000D+01 0.3900000000D+01 -.1334390000D+02 0.2088590000D+01 -.1403870000D+02 -.1824040000D+01 0.4970090000D+00 0.5000000000D-01 0.6978747391D+00 -.6008198111D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
-.3026680000D+02 -.1072490000D+02 -.9088300000D+01 -.1192220000D+02 0.5953720000D+01 0.1806280000D+03 0.5000000000D+01 0.5000000000D+01 0.7000000000D+00 -.9496260000D+01 -.1101410000D+01 -.8138300000D+01 0.0000000000D+00 0.5128450000D+00 0.5000000000D-01 0.6978396978D+00 -.6013436836D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 2
-.2968350000D+02 -.9584770000D+02 -.1093350000D+02 0.1711450000D+01 0.7067610000D+01 0.2131940000D+03 0.5000000000D+01 0.5000000000D+01 0.8000000000D+00 -.1932550000D+01 0.7443970000D+01 0.2560570000D+02 0.0000000000D+00 0.2822950000D+00 0.1200000000D+00 0.6978439246D+00 -.6019605153D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 2
-.1527800000D+01 0.3680700000D+02 -.3193090000D+02 -.4515460000D+01 -.2014140000D+02 0.1703630000D+03 0.5000000000D+01 0.5000000000D+01 0.4000000000D+00 -.6858070000D+01 -.1576560000D+02 -.1409180000D+02 -.3806860000D+01 0.1054030000D+00 0.1000000000D-01 0.6980479514D+00 -.6009992495D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 2
-.3197300000D+02 0.1813840000D+03 0.5628080000D+00 0.7390320000D+01 0.5154530000D+01 0.1685660000D+03 0.5000000000D+01 0.5000000000D+01 0.5000000000D+00 0.1221250000D+02 0.4124020000D+01 -.2066040000D+02 0.0000000000D+00 0.1162990000D+00 0.7000000000D-01 0.6978273340D+00 -.5999515908D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
-.4823760000D+01 0.2606180000D+01 -.3314770000D+02 0.5074940000D+00 -.6524920000D+01 0.1889150000D+03 0.5000000000D+01 0.5000000000D+01 0.4000000000D+00 0.4138910000D+01 0.1176270000D+01 0.2400520000D+01 -.1467250000D+01 0.1811540000D+00 0.5000000000D-01 0.6980240676D+00 -.6012470815D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
-.3353130000D+02 -.1103300000D+03 -.8102370000D+01 -.2629360000D+02 -.3607090000D+02 0.1718750000D+03 0.5000000000D+01 0.5000000000D+01 0.1000000000D+01 -.2462080000D+02 -.3057090000D+02 -.1487630000D+02 -.2517620000D+01 0.3402800000D+00 0.5000000000D-01 0.6978160420D+00 -.6020654595D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
-.2253430000D+02 0.1227150000D+02 0.2686550000D+02 -.3930840000D+01 -.1540910000D+02 0.1837140000D+03 0.5000000000D+01 0.5000000000D+01 0.6000000000D+00 -.4533710000D+00 -.9676020000D+01 -.5239190000D+01 0.0000000000D+00 0.4337090000D+00 0.1300000000D+00 0.6978957304D+00 -.6011770430D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 2
0.2912030000D+02 -.9924730000D+02 0.2015430000D+02 0.2565530000D+01 -.1536420000D+01 0.1964000000D+03 0.5000000000D+01 0.5000000000D+01 0.3400000000D+01 -.6608120000D+01 -.3021550000D+01 0.1110820000D+02 -.2257110000D+01 0.1217240000D+00 0.4000000000D-01 0.6982700391D+00 -.6019851501D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
-.3637120000D+01 0.4323840000D+02 -.3531690000D+02 0.7683590000D+01 -.9923470000D+01 0.1843120000D+03 0.5000000000D+01 0.5000000000D+01 0.5000000000D+00 0.8408030000D+01 -.1451380000D+02 -.3462950000D+01 0.0000000000D+00 -.9558500000D-02 0.5000000000D-01 0.6980326665D+00 -.6009526452D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
0.3136370000D+02 -.2667070000D+02 -.1795840000D+02 0.3197630000D+01 0.4158790000D+01 0.1849110000D+03 0.5000000000D+01 0.5000000000D+01 0.2700000000D+01 0.6054810000D+01 -.2604640000D+01 0.5672690000D+00 0.0000000000D+00 0.5210630000D+00 0.6000000000D-01 0.6982862956D+00 -.6014592328D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
0.3164800000D+02 -.1353940000D+03 -.1784860000D+02 -.1936900000D+02 0.8894660000D-01 0.1866570000D+03 0.5000000000D+01 0.5000000000D+01 0.5000000000D+00 -.1858040000D+02 0.2149440000D+01 -.1266390000D+01 0.0000000000D+00 0.5736020000D+00 0.5000000000D-01 0.6982883558D+00 -.6022470825D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
0.2958010000D+02 0.6332530000D+02 -.2124690000D+02 -.1119110000D+02 -.4293400000D+01 0.1513670000D+03 0.5000000000D+01 0.5000000000D+01 0.3900000000D+01 -.1916550000D+02 -.1613910000D+01 -.3806000000D+02 -.6888750000D+00 0.1574540000D+00 0.1800000000D+00 0.6982733710D+00 -.6008070880D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 2
0.3659600000D+02 -.7716460000D+02 -.2835460000D+01 -.2058610000D+02 0.2347760000D+02 0.1869480000D+03 0.5000000000D+01 0.5000000000D+01 0.6500000000D+01 -.1958800000D+02 0.1367980000D+02 -.1075520000D+02 -.1846210000D+00 0.2634390000D+00 0.4000000000D-01 0.6983242108D+00 -.6018251306D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
